Order_ID,Customer_ID,Product_ID,Order_Date,Quantity,Unit_Price,Discount,Total_Amount,Order_Status,Payment_Method
ORD04543,C0365,P090,2024-03-11,8,799.0,0,6392.0,Completed,Card
ORD01892,C0215,P031,2024-11-12,6,12999.0,5,74094.3,Completed,UPI
ORD04776,C0063,P002,2025-01-31,2,134999.0,5,256498.1,Cancelled,UPI
ORD03823,C0289,P093,2024-07-04,4,299.0,5,1136.2,Completed,Net Banking
ORD03041,C0201,P037,2024-08-11,9,6995.0,10,56659.5,Completed,Card
ORD00430,C0358,P079,2024-07-31,2,399.0,25,598.5,Cancelled,Cash
ORD00765,C0200,P027,2024-05-13,4,2499.0,5,9496.2,Completed,Cash
ORD00417,C0355,P073,2024-03-02,5,299.0,0,1495.0,Completed,Card
ORD03393,C0185,P023,2025-04-28,4,5999.0,10,21596.4,Completed,Cash
ORD00107,C0086,P034,2024-07-03,9,2499.0,10,20241.9,Completed,Card
ORD00229,C0296,P049,2024-03-21,1,31999.0,10,28799.1,Completed,Cash
ORD02012,C0078,P023,2024-10-22,9,5999.0,25,40493.25,Pending,UPI
ORD04721,C0094,P042,2024-12-31,10,9999.0,20,79992.0,Pending,Card
ORD02765,C0271,P039,2024-09-25,6,2299.0,0,13794.0,Pending,Cash
ORD03366,C0302,P059,2025-06-22,9,3499.0,15,26767.35,Completed,UPI
ORD02847,C0392,P068,2024-07-25,7,34999.0,25,183744.75,Returned,Card
ORD04686,C0410,P039,2025-04-05,8,2299.0,0,18392.0,Completed,Net Banking
ORD03317,C0182,P089,2025-04-01,1,499.0,15,424.15,Completed,Cash
ORD02116,C0349,P016,2025-04-09,8,54999.0,0,439992.0,Completed,Net Banking
ORD00469,C0497,P009,2025-01-05,10,44999.0,15,382491.5,Completed,Net Banking
ORD02465,C0392,P090,2024-08-09,2,799.0,20,1278.4,Returned,Card
ORD02125,C0488,P078,2024-08-23,9,799.0,10,6471.9,Returned,Card
ORD01635,C0173,P042,2025-02-12,3,9999.0,20,23997.6,Completed,UPI
ORD00764,C0201,P021,2024-04-23,3,14999.0,20,35997.6,Completed,Cash
ORD03871,C0273,P050,2025-01-20,1,44900.0,5,42655.0,Completed,Card
ORD02805,C0334,P096,2025-01-02,9,179.0,5,1530.45,Pending,UPI
ORD00531,C0078,P096,2024-11-03,7,179.0,10,1127.7,Completed,Cash
ORD00600,C0214,P091,2024-10-31,6,25.0,25,112.5,Pending,Cash
ORD00228,C0423,P089,2024-04-07,10,499.0,30,3493.0,Completed,Cash
ORD02414,C0368,P033,2024-11-02,9,1299.0,20,9352.8,Completed,UPI
ORD01296,C0268,P093,2024-08-26,1,299.0,15,254.15,Completed,UPI
ORD00554,C0161,P074,2024-03-25,2,399.0,0,798.0,Completed,Cash
ORD03426,C0354,P034,2024-03-31,1,2499.0,0,2499.0,Cancelled,Card
ORD01095,C0071,P075,2025-04-16,2,399.0,0,798.0,Completed,UPI
ORD02096,C0010,P072,2024-04-04,8,499.0,30,2794.4,Pending,Net Banking
ORD00158,C0288,P073,2024-02-18,7,299.0,0,2093.0,Completed,UPI
ORD01935,C0133,P049,2024-06-05,5,31999.0,10,143995.5,Pending,Net Banking
ORD00486,C0401,P016,2024-07-29,10,54999.0,5,522490.5,Completed,UPI
ORD04302,C0359,P019,2024-06-19,5,73999.0,30,258996.5,Completed,Card
ORD04084,C0441,P055,2025-06-26,8,299.0,20,1913.6,Completed,Card
ORD02035,C0032,P087,2024-12-14,1,29999.0,5,28499.05,Completed,UPI
ORD01102,C0233,P084,2024-06-06,9,4999.0,0,44991.0,Cancelled,UPI
ORD02928,C0197,P078,2025-01-26,9,799.0,10,6471.9,Pending,UPI
ORD02858,C0351,P064,2024-07-25,8,1299.0,25,7794.0,Completed,Net Banking
ORD03658,C0170,P093,2024-03-08,5,299.0,10,1345.5,Completed,Net Banking
ORD00085,C0300,P020,2025-01-08,6,8995.0,10,48573.0,Completed,UPI
ORD04044,C0156,P007,2024-03-31,3,54999.0,20,131997.6,Completed,UPI
ORD03278,C0385,P089,2025-05-18,5,499.0,20,1996.0,Returned,UPI
ORD00890,C0310,P021,2025-03-05,3,14999.0,10,40497.3,Returned,Card
ORD00692,C0011,P098,2024-10-14,6,599.0,5,3414.3,Completed,Card
ORD00722,C0215,P043,2024-06-15,2,7999.0,15,13598.3,Cancelled,Net Banking
ORD00882,C0217,P085,2024-01-01,4,34999.0,5,132996.2,Completed,Net Banking
ORD02901,C0397,P026,2024-03-23,9,3999.0,0,35991.0,Completed,UPI
ORD00030,C0288,P027,2025-04-12,6,2499.0,10,13494.6,Pending,Cash
ORD04650,C0321,P048,2024-04-26,8,28999.0,10,208792.8,Completed,UPI
ORD03353,C0207,P016,2024-10-07,5,54999.0,0,274995.0,Completed,UPI
ORD01567,C0474,P031,2024-11-23,9,12999.0,10,105291.9,Completed,Card
ORD03739,C0245,P096,2024-10-20,1,179.0,0,179.0,Pending,UPI
ORD04152,C0183,P042,2025-05-25,1,9999.0,25,7499.25,Returned,UPI
ORD04413,C0368,P051,2025-06-11,1,699.0,5,664.05,Completed,Cash
ORD00556,C0232,P062,2024-05-16,5,1799.0,0,8995.0,Completed,Cash
ORD03016,C0436,P057,2025-05-11,10,299.0,15,2541.5,Completed,UPI
ORD00415,C0224,P019,2024-08-09,10,73999.0,15,628991.5,Completed,UPI
ORD02439,C0482,P074,2024-01-14,1,399.0,10,359.1,Completed,Net Banking
ORD01850,C0432,P039,2024-04-28,10,2299.0,10,20691.0,Completed,UPI
ORD01783,C0101,P058,2025-01-17,9,199.0,5,1701.45,Completed,Net Banking
ORD00832,C0032,P035,2024-01-08,10,3499.0,0,34990.0,Completed,Card
ORD01882,C0437,P011,2024-04-13,2,79999.0,0,159998.0,Pending,UPI
ORD01026,C0080,P061,2024-05-29,4,2499.0,10,8996.4,Completed,Net Banking
ORD01392,C0140,P001,2025-02-20,4,89999.0,0,359996.0,Pending,Card
ORD04816,C0045,P001,2025-06-21,7,89999.0,0,629993.0,Pending,UPI
ORD03648,C0019,P064,2024-10-08,3,1299.0,25,2922.75,Pending,UPI
ORD03139,C0358,P018,2024-10-30,1,59900.0,10,53910.0,Completed,Cash
ORD03407,C0316,P078,2024-03-20,7,799.0,0,5593.0,Completed,UPI
ORD00706,C0175,P007,2024-12-07,9,54999.0,5,470241.45,Cancelled,Cash
ORD02115,C0379,P003,2025-05-19,10,39999.0,20,319992.0,Pending,Card
ORD00024,C0314,P007,2024-01-12,3,54999.0,20,131997.6,Pending,Net Banking
ORD04608,C0287,P017,2024-03-07,9,68999.0,15,527842.35,Returned,Card
ORD01341,C0393,P022,2024-01-11,4,12999.0,30,36397.2,Completed,UPI
ORD02128,C0178,P058,2025-06-03,8,199.0,0,1592.0,Completed,Card
ORD01584,C0332,P082,2024-03-24,6,24999.0,15,127494.9,Pending,Card
ORD01045,C0149,P054,2024-08-04,4,1299.0,15,4416.6,Completed,UPI
ORD02588,C0337,P090,2024-06-24,3,799.0,5,2277.15,Completed,UPI
ORD04905,C0055,P056,2025-03-12,3,699.0,5,1992.15,Completed,UPI
ORD01322,C0251,P089,2024-09-13,2,499.0,20,798.4,Cancelled,Card
ORD03779,C0398,P007,2024-09-05,1,54999.0,15,46749.15,Completed,Card
ORD03107,C0286,P005,2025-06-27,3,19999.0,0,59997.0,Completed,UPI
ORD03524,C0099,P003,2024-02-11,1,39999.0,5,37999.05,Completed,UPI
ORD00297,C0100,P001,2024-05-01,1,89999.0,15,76499.15,Completed,UPI
ORD00539,C0257,P016,2025-06-18,10,54999.0,20,439992.0,Completed,Net Banking
ORD03276,C0138,P015,2024-08-02,6,14999.0,10,80994.6,Completed,Card
ORD01919,C0278,P089,2024-03-11,2,499.0,0,998.0,Cancelled,Net Banking
ORD02562,C0019,P073,2025-06-19,8,299.0,5,2272.4,Completed,Card
ORD04142,C0138,P074,2024-08-18,10,399.0,5,3790.5,Completed,UPI
ORD02275,C0303,P035,2024-06-18,10,3499.0,30,24493.0,Completed,Net Banking
ORD01724,C0382,P080,2024-10-15,5,299.0,20,1196.0,Completed,UPI
ORD01877,C0170,P039,2024-03-24,4,2299.0,0,9196.0,Completed,Net Banking
ORD02158,C0234,P050,2025-06-25,2,44900.0,25,67350.0,Completed,Card
ORD02407,C0490,P061,2024-04-28,7,2499.0,0,17493.0,Returned,Cash
ORD04268,C0486,P012,2024-08-24,1,44999.0,0,44999.0,Completed,Card
ORD01414,C0123,P023,2025-04-28,4,5999.0,10,21596.4,Completed,UPI
ORD01925,C0324,P045,2024-01-31,6,2999.0,10,16194.6,Pending,Card
ORD02260,C0343,P076,2024-10-23,10,299.0,25,2242.5,Cancelled,Net Banking
ORD00438,C0042,P051,2024-07-02,5,699.0,0,3495.0,Completed,UPI
ORD01484,C0158,P024,2024-04-13,1,2499.0,20,1999.2,Completed,Cash
ORD01116,C0319,P062,2024-11-08,4,1799.0,0,7196.0,Completed,UPI
ORD02003,C0072,P029,2024-04-01,9,1999.0,0,17991.0,Completed,UPI
ORD02442,C0367,P028,2024-07-17,10,1699.0,5,16140.5,Completed,Card
ORD01091,C0423,P002,2024-05-22,2,134999.0,10,242998.2,Cancelled,Cash
ORD03650,C0209,P078,2024-08-03,2,799.0,30,1118.6,Completed,UPI
ORD03266,C0196,P046,2024-09-18,6,999.0,0,5994.0,Completed,Net Banking
ORD03044,C0454,P026,2025-02-24,2,3999.0,0,7998.0,Completed,Cash
ORD01887,C0421,P025,2024-06-23,7,2499.0,15,14869.05,Completed,Card
ORD02032,C0211,P036,2024-10-24,9,22495.0,25,151841.25,Returned,Card
ORD01535,C0278,P096,2025-04-10,3,179.0,0,537.0,Cancelled,Cash
ORD00169,C0049,P009,2025-04-29,9,44999.0,0,404991.0,Completed,UPI
ORD01938,C0477,P068,2024-04-12,6,34999.0,0,209994.0,Completed,UPI
ORD03018,C0280,P031,2024-09-17,6,12999.0,20,62395.2,Pending,Card
ORD02099,C0104,P059,2024-08-25,2,3499.0,0,6998.0,Returned,UPI
ORD02835,C0409,P061,2024-07-03,7,2499.0,25,13119.75,Completed,Card
ORD04575,C0061,P014,2024-11-10,7,29990.0,0,209930.0,Cancelled,Net Banking
ORD03869,C0162,P036,2025-05-07,4,22495.0,25,67485.0,Completed,UPI
ORD01554,C0328,P052,2024-11-16,10,299.0,15,2541.5,Completed,Cash
ORD03165,C0277,P004,2024-08-02,10,24999.0,10,224991.0,Completed,UPI
ORD04926,C0279,P072,2025-04-03,9,499.0,0,4491.0,Cancelled,Net Banking
ORD01003,C0388,P040,2024-07-11,9,1799.0,5,15381.45,Completed,UPI
ORD04253,C0169,P085,2024-09-06,10,34999.0,0,349990.0,Cancelled,Card
ORD03711,C0227,P028,2025-04-16,7,1699.0,15,10109.05,Completed,UPI
ORD00466,C0287,P095,2025-04-19,4,129.0,0,516.0,Pending,UPI
ORD01323,C0092,P004,2025-01-09,8,24999.0,30,139994.4,Completed,Card
ORD00950,C0133,P039,2024-08-13,5,2299.0,5,10920.25,Completed,UPI
ORD02187,C0475,P073,2024-07-09,1,299.0,10,269.1,Completed,UPI
ORD04680,C0012,P077,2024-07-21,8,699.0,0,5592.0,Cancelled,UPI
ORD00200,C0388,P045,2025-03-25,4,2999.0,0,11996.0,Completed,UPI
ORD03695,C0470,P017,2025-03-04,8,68999.0,5,524392.4,Completed,UPI
ORD04255,C0491,P031,2024-10-07,10,12999.0,5,123490.5,Pending,Net Banking
ORD03879,C0137,P054,2024-11-21,9,1299.0,0,11691.0,Completed,Net Banking
ORD01042,C0353,P088,2025-03-23,5,28999.0,25,108746.25,Cancelled,Net Banking
ORD03467,C0330,P068,2024-05-14,1,34999.0,10,31499.1,Completed,Card
ORD04917,C0389,P092,2024-02-22,5,275.0,5,1306.25,Completed,UPI
ORD00241,C0120,P026,2025-01-17,3,3999.0,0,11997.0,Completed,UPI
ORD04404,C0420,P089,2024-01-20,7,499.0,5,3318.35,Completed,Card
ORD04225,C0135,P046,2025-02-03,5,999.0,10,4495.5,Completed,Net Banking
ORD04266,C0043,P042,2025-03-10,2,9999.0,10,17998.2,Completed,Card
ORD01739,C0372,P031,2025-04-11,10,12999.0,20,103992.0,Completed,UPI
ORD01500,C0057,P021,2024-01-31,8,14999.0,5,113992.4,Completed,Card
ORD00249,C0198,P030,2025-01-24,9,9999.0,0,89991.0,Cancelled,Card
ORD04768,C0129,P044,2025-01-09,4,4999.0,20,15996.8,Pending,UPI
ORD00458,C0310,P066,2024-02-27,6,999.0,10,5394.6,Completed,Net Banking
ORD04617,C0081,P012,2024-02-01,9,44999.0,0,404991.0,Pending,Card
ORD03495,C0150,P046,2024-07-04,4,999.0,0,3996.0,Completed,Card
ORD04604,C0455,P070,2024-07-25,4,799.0,15,2716.6,Completed,Card
ORD02705,C0328,P066,2025-02-07,1,999.0,10,899.1,Returned,UPI
ORD01294,C0074,P081,2024-03-26,2,12999.0,20,20798.4,Completed,Net Banking
ORD00978,C0416,P092,2024-03-19,1,275.0,0,275.0,Pending,UPI
ORD02670,C0423,P098,2025-02-20,10,599.0,25,4492.5,Completed,Card
ORD02395,C0168,P093,2024-10-13,1,299.0,0,299.0,Completed,Card
ORD00089,C0376,P081,2024-03-19,2,12999.0,0,25998.0,Pending,Card
ORD00627,C0106,P047,2024-06-09,5,2499.0,15,10620.75,Pending,Card
ORD04002,C0117,P056,2025-02-18,4,699.0,10,2516.4,Completed,Cash
ORD00009,C0478,P062,2024-12-04,4,1799.0,0,7196.0,Completed,UPI
ORD04807,C0466,P089,2025-02-07,6,499.0,25,2245.5,Completed,Card
ORD01428,C0366,P038,2024-11-10,3,1995.0,25,4488.75,Completed,Card
ORD02952,C0117,P068,2024-01-17,3,34999.0,15,89247.45,Completed,UPI
ORD03919,C0315,P080,2024-08-31,2,299.0,5,568.1,Completed,Net Banking
ORD01225,C0425,P088,2025-03-01,2,28999.0,30,40598.6,Completed,UPI
ORD01613,C0462,P063,2024-03-09,3,899.0,20,2157.6,Completed,Net Banking
ORD00145,C0490,P085,2025-05-19,10,34999.0,0,349990.0,Pending,Card
ORD01551,C0167,P059,2024-09-26,3,3499.0,5,9972.15,Completed,Net Banking
ORD03318,C0393,P022,2024-08-11,2,12999.0,10,23398.2,Completed,Card
ORD03858,C0293,P095,2024-03-21,2,129.0,0,258.0,Pending,Cash
ORD04036,C0492,P043,2024-09-09,2,7999.0,25,11998.5,Completed,Net Banking
ORD03833,C0263,P045,2024-08-14,1,2999.0,0,2999.0,Completed,UPI
ORD04006,C0013,P066,2024-06-27,6,999.0,0,5994.0,Cancelled,Card
ORD00152,C0133,P024,2024-09-26,4,2499.0,5,9496.2,Completed,Card
ORD02246,C0171,P026,2024-07-24,10,3999.0,10,35991.0,Completed,Cash
ORD03915,C0300,P065,2024-12-04,7,699.0,10,4403.7,Returned,UPI
ORD02081,C0048,P071,2025-01-26,10,499.0,10,4491.0,Completed,Card
ORD00240,C0180,P079,2025-03-28,10,399.0,0,3990.0,Completed,Net Banking
ORD01171,C0434,P096,2024-03-15,8,179.0,10,1288.8,Completed,Cash
ORD02380,C0233,P049,2024-01-24,10,31999.0,5,303990.5,Completed,Net Banking
ORD03096,C0059,P044,2025-06-24,10,4999.0,0,49990.0,Completed,Card
ORD03314,C0141,P091,2025-06-07,7,25.0,30,122.5,Completed,Net Banking
ORD03209,C0193,P034,2025-01-09,4,2499.0,0,9996.0,Completed,UPI
ORD04706,C0060,P025,2025-02-14,6,2499.0,0,14994.0,Cancelled,UPI
ORD02834,C0489,P094,2024-01-18,10,399.0,5,3790.5,Completed,Cash
ORD02458,C0432,P021,2024-08-19,9,14999.0,0,134991.0,Completed,Card
ORD02749,C0168,P094,2024-08-19,8,399.0,20,2553.6,Completed,Card
ORD00684,C0450,P056,2024-08-03,10,699.0,20,5592.0,Returned,UPI
ORD04439,C0314,P005,2025-06-11,1,19999.0,5,18999.05,Returned,Cash
ORD01770,C0346,P004,2025-06-02,8,24999.0,0,199992.0,Completed,Card
ORD04744,C0482,P052,2025-02-26,8,299.0,30,1674.4,Completed,UPI
ORD03001,C0289,P096,2024-08-24,2,179.0,0,358.0,Pending,Cash
ORD03085,C0288,P020,2025-03-04,6,8995.0,5,51271.5,Pending,UPI
ORD03761,C0425,P013,2024-06-21,10,1499.0,15,12741.5,Returned,UPI
ORD04267,C0099,P072,2024-09-21,5,499.0,25,1871.25,Completed,UPI
ORD03594,C0009,P003,2025-01-10,3,39999.0,0,119997.0,Cancelled,Cash
ORD01612,C0357,P058,2024-05-11,4,199.0,0,796.0,Completed,UPI
ORD04291,C0374,P035,2025-02-03,4,3499.0,15,11896.6,Completed,Card
ORD04677,C0212,P040,2024-11-07,8,1799.0,20,11513.6,Cancelled,Card
ORD00101,C0208,P046,2024-12-19,8,999.0,15,6793.2,Cancelled,UPI
ORD02861,C0281,P055,2025-05-06,5,299.0,10,1345.5,Completed,UPI
ORD00590,C0377,P040,2024-05-14,6,1799.0,30,7555.8,Completed,UPI
ORD03170,C0122,P044,2025-03-03,3,4999.0,5,14247.15,Completed,UPI
ORD02986,C0500,P073,2025-03-15,1,299.0,0,299.0,Pending,Cash
ORD01439,C0132,P095,2024-07-06,4,129.0,5,490.2,Completed,Card
ORD03845,C0261,P079,2025-05-15,8,399.0,5,3032.4,Pending,Net Banking
ORD02581,C0219,P039,2024-08-28,2,2299.0,10,4138.2,Completed,Net Banking
ORD01655,C0043,P046,2025-05-21,1,999.0,25,749.25,Cancelled,Card
ORD01616,C0255,P026,2024-05-10,9,3999.0,0,35991.0,Completed,UPI
ORD03772,C0421,P031,2024-05-06,3,12999.0,15,33147.45,Cancelled,Net Banking
ORD02536,C0500,P059,2024-02-16,9,3499.0,0,31491.0,Completed,Card
ORD02118,C0277,P019,2024-03-27,3,73999.0,0,221997.0,Completed,UPI
ORD01056,C0006,P081,2024-06-05,1,12999.0,25,9749.25,Pending,Net Banking
ORD04598,C0365,P028,2024-08-21,3,1699.0,10,4587.3,Completed,Cash
ORD02058,C0165,P096,2024-08-05,2,179.0,0,358.0,Pending,UPI
ORD04669,C0340,P084,2025-01-11,4,4999.0,0,19996.0,Completed,Card
ORD03918,C0227,P094,2025-01-25,6,399.0,10,2154.6,Completed,Net Banking
ORD04026,C0248,P089,2024-03-08,7,499.0,0,3493.0,Returned,Card
ORD01533,C0345,P036,2024-12-01,1,22495.0,30,15746.5,Completed,UPI
ORD00712,C0318,P080,2024-04-13,6,299.0,30,1255.8,Cancelled,Cash
ORD01942,C0386,P006,2024-11-15,7,62999.0,0,440993.0,Completed,UPI
ORD02145,C0114,P089,2024-08-15,6,499.0,20,2395.2,Completed,Card
ORD01752,C0382,P021,2024-05-22,4,14999.0,10,53996.4,Completed,Card
ORD02837,C0210,P011,2025-04-21,10,79999.0,5,759990.5,Pending,UPI
ORD02202,C0179,P088,2024-08-03,6,28999.0,30,121795.8,Completed,UPI
ORD02460,C0467,P068,2024-05-07,9,34999.0,25,236243.25,Cancelled,Cash
ORD00654,C0017,P096,2024-06-09,9,179.0,10,1449.9,Cancelled,UPI
ORD02727,C0156,P070,2024-10-22,6,799.0,10,4314.6,Completed,Card
ORD02169,C0424,P015,2024-11-29,6,14999.0,0,89994.0,Completed,UPI
ORD03675,C0288,P013,2024-11-15,4,1499.0,10,5396.4,Completed,UPI
ORD03706,C0009,P053,2024-05-30,10,499.0,0,4990.0,Cancelled,Net Banking
ORD00231,C0028,P040,2025-06-20,1,1799.0,10,1619.1,Completed,UPI
ORD00829,C0099,P034,2025-02-22,8,2499.0,30,13994.4,Cancelled,UPI
ORD02754,C0323,P056,2024-09-25,6,699.0,0,4194.0,Completed,Card
ORD03104,C0495,P044,2024-07-07,8,4999.0,30,27994.4,Completed,UPI
ORD02229,C0012,P053,2024-08-21,3,499.0,0,1497.0,Cancelled,Card
ORD02923,C0102,P063,2024-12-12,4,899.0,0,3596.0,Completed,Card
ORD03077,C0105,P039,2024-06-22,9,2299.0,25,15518.25,Cancelled,Card
ORD04193,C0282,P027,2025-05-22,7,2499.0,30,12245.1,Completed,Card
ORD02054,C0022,P047,2024-01-22,6,2499.0,5,14244.3,Completed,UPI
ORD03367,C0033,P018,2024-01-09,5,59900.0,0,299500.0,Completed,UPI
ORD01515,C0440,P045,2024-07-11,10,2999.0,10,26991.0,Completed,UPI
ORD04550,C0383,P027,2024-04-30,7,2499.0,0,17493.0,Pending,Card
ORD00725,C0004,P047,2024-01-11,2,2499.0,10,4498.2,Completed,UPI
ORD02477,C0209,P033,2025-02-09,4,1299.0,0,5196.0,Completed,Cash
ORD04625,C0431,P097,2024-02-05,10,179.0,20,1432.0,Completed,Card
ORD02147,C0014,P083,2025-05-16,9,7999.0,5,68391.45,Returned,Net Banking
ORD01698,C0161,P066,2024-04-07,7,999.0,0,6993.0,Completed,UPI
ORD03320,C0245,P080,2024-08-15,9,299.0,5,2556.45,Pending,UPI
ORD03853,C0330,P092,2024-02-17,10,275.0,5,2612.5,Pending,Cash
ORD02894,C0297,P008,2024-07-31,6,47999.0,0,287994.0,Completed,Net Banking
ORD03968,C0142,P080,2024-07-01,9,299.0,30,1883.7,Pending,Card
ORD03805,C0346,P067,2024-08-23,4,2499.0,5,9496.2,Completed,UPI
ORD02700,C0255,P033,2024-12-26,10,1299.0,25,9742.5,Completed,UPI
ORD04104,C0340,P069,2024-12-16,9,14999.0,0,134991.0,Completed,Card
ORD02278,C0133,P012,2025-03-09,2,44999.0,10,80998.2,Completed,Card
ORD02999,C0320,P025,2024-09-08,4,2499.0,0,9996.0,Completed,UPI
ORD02243,C0103,P052,2024-06-28,2,299.0,5,568.1,Completed,Card
ORD02641,C0155,P057,2024-01-19,5,299.0,20,1196.0,Pending,Card
ORD01324,C0316,P072,2024-07-14,7,499.0,10,3143.7,Completed,Cash
ORD00912,C0136,P028,2024-01-03,10,1699.0,10,15291.0,Completed,UPI
ORD00150,C0090,P059,2024-05-03,9,3499.0,15,26767.35,Completed,UPI
ORD03526,C0177,P077,2025-05-29,7,699.0,10,4403.7,Completed,UPI
ORD02944,C0465,P064,2024-12-03,2,1299.0,0,2598.0,Completed,UPI
ORD01520,C0425,P015,2024-05-03,9,14999.0,5,128241.45,Completed,UPI
ORD00743,C0173,P055,2025-04-06,8,299.0,10,2152.8,Completed,Cash
ORD03099,C0212,P081,2024-11-01,1,12999.0,15,11049.15,Cancelled,UPI
ORD03690,C0218,P004,2025-06-10,5,24999.0,20,99996.0,Completed,Net Banking
ORD00013,C0347,P041,2025-03-12,2,2999.0,0,5998.0,Cancelled,Net Banking
ORD00094,C0072,P058,2024-06-12,3,199.0,25,447.75,Cancelled,Card
ORD03312,C0390,P077,2024-02-07,2,699.0,0,1398.0,Completed,UPI
ORD01673,C0227,P024,2025-06-03,1,2499.0,0,2499.0,Completed,UPI
ORD01624,C0163,P008,2024-04-24,2,47999.0,10,86398.2,Completed,UPI
ORD04184,C0408,P047,2025-02-15,4,2499.0,5,9496.2,Completed,Cash
ORD03289,C0142,P014,2025-03-06,3,29990.0,5,85471.5,Completed,UPI
ORD04370,C0202,P041,2024-07-19,3,2999.0,15,7647.45,Completed,Card
ORD03627,C0209,P094,2024-12-30,1,399.0,0,399.0,Completed,Card
ORD03399,C0473,P098,2025-02-07,7,599.0,10,3773.7,Completed,UPI
ORD03272,C0089,P006,2024-12-06,1,62999.0,20,50399.2,Completed,Card
ORD01863,C0290,P065,2024-03-09,3,699.0,10,1887.3,Completed,Cash
ORD00830,C0326,P022,2024-03-22,5,12999.0,0,64995.0,Completed,UPI
ORD00799,C0450,P043,2024-05-17,5,7999.0,10,35995.5,Completed,Cash
ORD01145,C0387,P018,2024-11-05,4,59900.0,25,179700.0,Completed,UPI
ORD02006,C0354,P004,2024-02-01,2,24999.0,10,44998.2,Completed,Cash
ORD03633,C0292,P090,2024-07-18,8,799.0,30,4474.4,Completed,Net Banking
ORD01478,C0393,P088,2025-03-17,5,28999.0,15,123245.75,Completed,Net Banking
ORD02019,C0107,P031,2025-02-24,10,12999.0,25,97492.5,Completed,Card
